IPQA NO;Current Paper NO;Lot;Product Model;Equipment;Surface Treatment;Layout Design;Production Process;Edge Position;Board Specification;Board Length (mm);Board Width (mm);Minimum Hole Diameter (mm);Customer Number;Full Board Plating_Production Line Equipment Name;Full Board Plating_Copper Surface Requirement (um);Full Board Plating_Hole Copper Requirement (um);Full Board Plating_Copper Current Density;Full Board Plating_Spray Frequency (HZ);Full Board Plating_Copper Plating Time (min);Full Board Plating_Board Speed (m/min);Pattern Plating_Production;Pattern Plating_Copper Surface Requirement (um);Pattern Plating_Hole Copper Requirement (um);Pattern Plating_Plated Area (GTL);Pattern Plating_Plated Area (GBL);Pattern Plating_Copper Current Density;Pattern Plating_Tin Plating Current Density;Pattern Plating_Spray Frequency|Copper (HZ);Pattern Plating_Spray Frequency|Tin (HZ);Pattern Plating_Copper Plating Time (min);Pattern Plating_Tin Plating Time (min);Pattern Plating_Board Speed (m/min);Is Hole Plugged;Not Plugged;Plugged;Inspection Item;Requirement;Measured Range 1;Measured Range 2;Measured Range 3;Measured Range 4;Measured Range 5;Measured Range 6;Average Value;Judgment;min_requirement;judgement_criteria;label;thickness_min;thickness_max;thickness_mean;thickness_std;thickness_range;mfgpartId;Part Number;Panel Length;Panel Width;Part Length;Part Width;Line width/spacing (mm);Graphic Area C Side %;Graphic Area S Side %;Board Thickness (mm);Min. hole size;Total Hole Quantity;Ratio;Panel Size;Line Width (mm);Line Spacing (mm);is_vcp;minimal_thickness;maximal_thickness;thickness_asymmetry;thickness_req_ratio;thickness_delta;minimum_hole_diameter
DCI-20251025040;ECI-20251024008;WOA251017419-00-001-001;J0200332A00.1;2#龙门图电线;喷锡;A板;正片;短边;1.5;622.0;546.0;0.4;H0154;东威;5;5;28;45.0;18.5;2.1; 龙门;35;单点≥20，平均≥25;64.92;80.72;16.0;10.0;;;60.0;8;;是;;;孔铜;≥20平均25;32.03;24.18;29.41;30.07;23.53;29.41;28.1;ACC;20.0;25.0;1;23.53;32.03;28.1;3.44;8.5;481180;J0200332A00.1;622.0;546.0;118.39;143.0;0.203/0.2;64.92;80.72;1.6;0.4;8144.0;4.0;339612.0;0.203;0.2;False;23.53;32.03;8.5;0.17650000000000005;3.530000000000001;0.4
DCI-20251025074;ECI-20251024001;WOA251022607-00-001-001;J0200823A00.0;1#东威图电VCP线;喷锡;A板;正片;短边;0.9;600.0;449.0;0.4mm;H0144;东威;5;5;28;35.0;18.5;2.1;东威;35;单点≥18，平均≥20;68.01;77.06;20.0;15.0;35;30;36.0;6;1;是;;;孔铜;≥18平均20;32.03;22.53;28.76;27.45;22.88;27.45;26.85;ACC;18.0;23.0;1;22.53;32.03;26.85;3.62;9.5;563562;J0200823A00.0;600.0;449.0;283.02;141.58;0.178/0.178;68.01;77.06;1.0;0.4;29519.0;2.5;269400.0;0.178;0.178;True;22.53;32.03;9.5;0.2516666666666667;4.530000000000001;0.4
DCI-20251025150;ECI-20251023011;WOA251021582-00-001-001;J0200811A00.0;2#龙门图电线;喷锡;A板;正片;短边;1.5;520.5;337.0;0.4;H0001;东威;5;5;28;45.0;18.5;2.1;龙门;35;20;47.0;57.0;11.0;10.0;;;60.0;8;;否;;;孔铜;≥20;23.53;21.57;23.53;25.49;20.26;26.8;23.53;ACC;20.0;25.0;1;20.26;26.8;23.53;2.41;6.539999999999999;557969;J0200811A00.0;520.5;337.0;316.5;250.0;0.2/0.3;47.0;57.0;1.6;0.4;7778.0;4.0;175408.5;0.2;0.3;False;20.26;26.8;6.539999999999999;0.013000000000000077;0.26000000000000156;0.4
DCI-20251025232;ECI-20250329005;WOA250326752-00-001-003;JB2C673TB1;2#龙门图电线;沉锡;A板;正片;短边;1.5;580.0;473.5;0.55;H0080;东威;5;5;28;50.0;18.5;2.1;龙门;68.6-85;25;55.97;59.41;16.0;11.0;;;70.0;8;;否;;;孔铜;≥25;31.38;29.54;29.54;32.0;28.31;32.0;30.46;ACC;25.0;30.0;1;28.31;32.0;30.46;1.54;3.690000000000001;430449;JB2C673TB1;580.0;473.5;280.0;228.0;0.2/0.2;55.97;59.41;1.6;0.55;21958.0;2.909090909090909;274630.0;0.2;0.2;False;28.31;32.0;3.6900000000000013;0.13239999999999996;3.3099999999999987;0.55
DCI-20251025373;ECI-20251024009;WOA251023649-00-002-012;J0200135A03.1;2#东威板电VCP线;沉金;A板;负片;短边;0.8;600.0;515.0;0.3;;东威;35;20;24;50.0;48.8;0.8;;;;;;;;;;;;;;;;孔铜;≥20平均≥25;29.54;22.77;31.38;28.92;24.0;30.15;27.79;ACC;20.0;25.0;1;22.77;31.38;27.79;3.53;8.61;564505;J0200135A03.1;600.0;515.0;244.8;163.6;;;;0.9;0.3;8272.0;3.0;309000.0;;;True;22.77;31.38;8.61;0.13849999999999998;2.7699999999999996;0.3
DCI-20251025393;ECI-20251025005;WOA251016378-00-003-005;J0400319A00.0;2#龙门图电线;沉金;A板;正片;短边;0.71;600.0;542.0;0.35;;东威;5;5;28;50.0;18.5;2.1;龙门;35;18;39.7;34.96;14.0;10.0;;;60.0;8;;是;;;孔铜;≥18平均20;30.07;22.88;29.41;27.45;21.57;27.45;26.47;ACC;18.0;23.0;1;21.57;30.07;26.47;3.48;8.5;351399;J0400319A00.0;600.0;542.0;258.0;140.0;0.18/0.17;39.7;34.96;1.6;0.35;13795.0;4.571428571428572;325200.0;0.18;0.17;False;21.57;30.07;8.5;0.19833333333333336;3.5700000000000003;0.35
DCI-20251025394;ECI-20251025007;WOA251017423-00-001-003;J0400278A01.0;2#龙门图电线;沉金;A板;正片;短边;1.2;500.0;402.0;0.3;;东威;5;5;28;50.0;18.5;2.1;龙门;38.4;20;81.0;77.0;17.0;10.0;;;60.0;8;;是;;;孔铜;≥20平均25;30.72;24.84;32.03;30.72;23.53;29.41;28.54;ACC;20.0;25.0;1;23.53;32.03;28.54;3.5;8.5;519838;J0400278A01.0;500.0;402.0;377.0;157.2;0.125/0.132;81.0;77.0;1.585;0.3;10250.0;5.283333333333333;201000.0;0.125;0.132;False;23.53;32.03;8.5;0.17650000000000005;3.530000000000001;0.3
DCI-20251025441;ECI-20251025008;WOA251021559-00-001-001;J0600120B00.0;2#龙门图电线;沉锡;A板;正片;短边;;450.0;375.0;0.3mm;;东威;5;5;28;50.0;18.5;2.1;龙门;52.9;20;43.0;32.0;17.5;10.0;;;60.0;8;;是;;;孔铜;≥20平均25;30.72;24.84;32.03;30.72;23.53;29.41;28.54;ACC;20.0;25.0;1;23.53;32.03;28.54;3.5;8.5;519997;J0600120B00.0;450.0;375.0;347.0;210.0;0.15/0.154;43.0;32.0;1.6;0.3;10533.0;5.333333333333334;168750.0;0.15;0.154;False;23.53;32.03;8.5;0.17650000000000005;3.530000000000001;0.3
DCI-20251025466;ECI-20250712001;WOA250703040-00-002-002;J0400718A00.0;2#龙门图电线;喷锡;A板;正片;短边;0.8;500.0;410.0;0.35;H0080;东威;5;5;28;50.0;18.5;2.1;龙门;33.4;20;48.67;67.01;11.0;10.0;;;60.0;8;;否;;;孔铜;≥20;26.8;20.26;24.84;26.8;20.92;25.49;24.18;ACC;20.0;25.0;1;20.26;26.8;24.18;2.89;6.539999999999999;501975;J0400718A00.0;500.0;410.0;385.2;226.0;0.15/0.15;48.67;67.01;1.5;0.35;12116.0;4.285714285714286;205000.0;0.15;0.15;False;20.26;26.8;6.539999999999999;0.013000000000000077;0.26000000000000156;0.35
DCI-20251025472;ECI-20251025006;WOA251017392-00-001-002;J0400666B01.0;2#龙门图电线;OSP;A板;正片;短边;0.8;560.0;520.5;0.35;;荣信;5;5;2.9;40.0;18.0;1.3;龙门;38.35;20;78.0;73.0;15.0;10.0;;;60.0;8;;是;;;孔铜;≥20平均25;26.8;20.92;26.8;27.45;22.22;26.14;25.05;ACC;20.0;25.0;1;20.92;27.45;25.05;2.76;6.529999999999998;509937;J0400666B01.0;560.0;520.5;254.0;248.0;0.15/0.2;78.0;73.0;1.2;0.35;28830.0;3.428571428571429;291480.0;0.15;0.2;False;20.92;27.45;6.529999999999998;0.04600000000000008;0.9200000000000017;0.35
DCI-20251025632;ECI-20251024003;WOA251021583-00-001-001;J0200607C00.0;2#龙门图电线;喷锡;A板;正片;短边;1.5;500.0;326.0;0.5mm;H0001;东威;5;5;28;45.0;18.5;2.1;龙门;38.4;单点≥20，平均≥25;66.0;58.0;13.0;10.0;;;60.0;8;;是;;;孔铜;≥20平均25;29.41;23.53;28.76;28.45;22.22;26.8;26.52;ACC;20.0;25.0;1;22.22;29.41;26.53;2.99;7.190000000000001;563484;J0200607C00.0;500.0;326.0;306.0;152.0;0.15/0.15;66.0;58.0;1.6;0.5;10415.0;3.2;163000.0;0.15;0.15;False;22.22;29.41;7.190000000000001;0.11099999999999995;2.219999999999999;0.5
DCI-20251026069;ECI-20251025001;WOA251018452-00-004-006;J0400401C00.0;2#龙门图电线;喷锡;A板;正片;短边;1.1;622.0;466.0;0.35;;东威;5;5;28;50.0;18.5;2.1;龙门;35;20;63.17;66.91;16.0;10.0;;;60.0;8;;是;;;孔铜;≥20平均25;32.62;24.84;32.03;31.38;24.84;30.77;29.41;ACC;20.0;25.0;1;24.84;32.62;29.41;3.6;7.779999999999998;555495;J0400401C00.0;622.0;466.0;288.42;219.71;0.203/0.202;63.17;66.91;1.6;0.35;10093.0;4.571428571428572;289852.0;0.203;0.202;False;24.84;32.62;7.779999999999998;0.242;4.84;0.35
DCI-20251026373;ECI-20251026002;WOA251023650-00-008-012;J0200139B00.0;2#东威板电VCP线;沉金;A板;负片;短边;0.8;600.0;515.0;0.3;;东威;35;20;23;30.0;48.8;0.8;;;;;;;;;;;;;是;;;孔铜;≥20平均≥25;26.8;24.84;28.76;26.14;24.14;28.76;26.57;ACC;20.0;25.0;1;24.14;28.76;26.57;1.94;4.620000000000001;562986;J0200139B00.0;600.0;515.0;163.6;244.8;;;;0.9;0.3;13955.0;3.0;309000.0;;;True;24.14;28.76;4.620000000000001;0.20700000000000002;4.140000000000001;0.3
DCI-20251026546;ECI-20251025002;WOA251017421-00-002-017;J0200085B00.1;2#东威板电VCP线;喷锡;A板;负片;短边;1.5;580.0;364.0;0.55;;东威;38.4;25;29;50.0;48.8;0.8;;;;;;;;;;;;;;;;孔铜;≥25;30.72;27.45;33.33;30.07;26.14;33.99;30.28;ACC;25.0;30.0;1;26.14;33.99;30.28;3.11;7.850000000000001;567991;J0200085B00.1;580.0;364.0;347.0;272.0;;;;1.55;0.55;6974.0;2.818181818181818;211120.0;;;True;26.14;33.99;7.850000000000001;0.04560000000000002;1.1400000000000006;0.55
DCI-20251027265;ECI-20251013001;WOA250920570-00-001-005;J0400015A00.1;2#龙门图电线;喷锡;A板;正片;长边;0.36;626.0;470.0;0.35;H0080;东威;5;5;28;40.0;18.5;2.1;龙门;38.4;单点≥20，平均≥25;44.0;55.0;13.0;10.0;;;60.0;8;;是;;;孔铜;≥20平均25;29.41;24.84;28.76;28.76;24.18;30.72;27.77;ACC;20.0;25.0;1;24.18;30.72;27.78;2.64;6.539999999999999;342583;J0400015A00.1;626.0;470.0;304.2;222.0;0.2/0.15;44.0;55.0;1.2;0.35;8063.0;3.428571428571429;294220.0;0.2;0.15;False;24.18;30.72;6.539999999999999;0.209;4.18;0.35
DCI-20251027431;ECI-20251027007;WOA251021571-00-001-006;J0200093B03.0;2#龙门图电线;沉金;A板;正片;短边;1.6;580.0;452.0;0.4mm;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;33.4;25;60.5;60.1;18.0;10.0;;;70.0;8;;是;;;孔铜;≥25;38.56;29.48;39.22;39.87;28.65;39.87;35.94;ACC;25.0;30.0;1;28.65;39.87;35.94;5.36;11.22;351997;J0200093B03.0;580.0;452.0;334.0;215.0;0.4/;60.5;60.1;1.6;0.4;17383.0;4.0;262160.0;0.4;;False;28.65;39.87;11.219999999999999;0.14599999999999994;3.6499999999999986;0.4
DCI-20251027470;ECI-20251027009;WOA251017396-00-001-002;J0400667B01.0;2#龙门图电线;OSP;A板;正片;短边;1.2;546.0;341.0;0.35mm;H0001;荣信;5;5;2.8;45.0;18.5;1.3;龙门;38.4;单点≥20，平均≥25;74.0;69.0;14.5;10.0;;;60.0;8;;是;;;孔铜;≥20平均25;30.07;21.57;30.07;29.41;21.57;32.03;27.45;ACC;20.0;25.0;1;21.57;32.03;27.45;4.64;10.46;520815;J0400667B01.0;546.0;341.0;317.0;248.0;0.15/0.18;74.0;69.0;1.6;0.35;19043.0;4.571428571428572;186186.0;0.15;0.18;False;21.57;32.03;10.46;0.07850000000000001;1.5700000000000003;0.35
DCI-20251027482;ECI-20251027001;WOA251026729-00-001-001;J0200828A00.0;2#龙门图电线;喷锡;A板;正片;短边;1.5;600.0;504.0;1.05;H0053;东威;5;5;28;45.0;18.5;2.1;龙门;38.4;25;88.29;90.02;16.0;10.0;;;60.0;8;;否;;;孔铜;≥25;31.38;27.08;32.0;33.33;27.69;34.64;31.02;ACC;25.0;30.0;1;27.08;34.64;31.02;3.04;7.560000000000002;565425;J0200828A00.0;600.0;504.0;192.0;160.0;/;88.29;90.02;1.6;1.05;3181.0;1.523809523809524;302400.0;;;False;27.08;34.64;7.560000000000002;0.08319999999999993;2.0799999999999983;1.05
DCI-20251027488;ECI-20251026001;WOA251018451-00-002-004;J0600176A00.0;2#龙门图电线;喷锡;A板;正片;短边;;546.0;384.0;0.4mm;H0080;东威;5;5;28;40.0;18.5;2.1;龙门;33.4;单点≥18，平均≥20;51.54;51.55;11.0;10.0;;;60.0;8;;是;;;孔铜;≥18平均20;30.72;22.88;28.11;28.76;22.53;28.11;26.85;ACC;18.0;23.0;1;22.53;30.72;26.85;3.35;8.189999999999998;556800;J0600176A00.0;546.0;384.0;176.9;59.3;/;51.54;51.55;1.2;0.4;2872.0;3.0;209664.0;;;False;22.53;30.72;8.189999999999998;0.2516666666666667;4.530000000000001;0.4
DCI-20251028012;ECI-20251027004;WOA251022596-00-002-008;JB2C691LA0;2#龙门图电线;喷锡;A板;正片;短边;1.5;580.0;468.0;0.65;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;52.9;25;68.0;71.0;15.5;10.0;;;70.0;8;;否;;;孔铜;≥25;32.03;26.8;32.03;32.68;27.96;33.33;30.8;ACC;25.0;30.0;1;26.8;33.33;30.8;2.72;6.529999999999998;85882;JB2C691LA0;580.0;468.0;326.0;215.1;0.305/0.305;68.0;71.0;1.55;0.65;2775.0;2.384615384615385;271440.0;0.305;0.305;False;26.8;33.33;6.529999999999998;0.07200000000000002;1.8000000000000007;0.65
DCI-20251028114;ECI-20251027002;WOA251023636-00-001-001;J0200088B00.0;2#东威板电VCP线;喷锡;A板;负片;短边;1.5;622.0;518.0;1.15;H0053;东威;35;25;28;50.0;48.75;0.8;;;;;;;;;;;;;否;;;孔铜;≥25;33.33;29.41;33.33;31.37;29.41;32.03;31.48;ACC;25.0;30.0;1;29.41;33.33;31.48;1.77;3.919999999999998;285541;J0200088B00.0;622.0;518.0;297.6;248.0;;;;1.6;1.15;3144.0;1.391304347826087;322196.0;;;True;29.41;33.33;3.919999999999998;0.1764;4.41;1.15
DCI-20251028273;ECI-20251027005;WOA250925709-00-001-001;JP4C081EB1;2#龙门图电线;沉金;A板;正片;短边;;613.0;497.0;0.35;H0080;东威;5;5;28;50.0;18.5;2.1;龙门;33.4;25-50;59.0;58.0;19.0;10.0;;;70.0;8;;否;;;孔铜;25-50;30.07;27.45;32.03;32.03;27.45;29.41;29.74;ACC;25.0;30.0;1;27.45;32.03;29.74;2.06;4.580000000000002;51375;JP4C081EB1;613.0;497.0;210.0;152.2;0.15/0.2;59.0;58.0;2.0;0.35;12680.0;5.714285714285714;304661.0;0.15;0.2;False;27.45;32.03;4.580000000000002;0.09799999999999998;2.4499999999999993;0.35
DCI-20251028320;ECI-20251028002;WOA251024685-00-001-001;J0200533A00.0;2#龙门图电线;喷锡;A板;正片;短边;1.5;600.0;489.0;0.5;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;53;单点≥20，平均≥25;61.96;36.11;13.5;10.0;;;60.0;8;;是;;;孔铜;≥20平均25;28.76;22.22;28.76;25.49;22.22;27.45;25.81;ACC;20.0;25.0;1;22.22;28.76;25.82;3.03;6.540000000000003;431606;J0200533A00.0;600.0;489.0;193.0;155.0;0.5/0.254;61.96;36.11;1.6;0.5;4314.0;3.2;293400.0;0.5;0.254;False;22.22;28.76;6.540000000000003;0.11099999999999995;2.219999999999999;0.5
DCI-20251028336;ECI-20251028009;WOA251018474-00-006-015;JB4C356TC1;2#龙门图电线;沉锡;A板;正片;短边;0.6(不含铜);600.0;520.0;0.4;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;52.9;25;59.0;65.0;17.0;10.0;;;70.0;8;;否;;;孔铜;≥25;32.03;26.8;31.37;32.03;25.49;31.37;29.84;ACC;25.0;30.0;1;25.49;32.03;29.85;2.91;6.540000000000003;328036;JB4C356TC1;600.0;520.0;268.4;249.0;0.16/0.2;59.0;65.0;1.61;0.4;42948.0;4.025;312000.0;0.16;0.2;False;25.49;32.03;6.540000000000003;0.019599999999999937;0.48999999999999844;0.4
DCI-20251028407;ECI-20251027010;WOA251017398-00-001-001;JP40533EB0;2#龙门图电线;沉金;A板;正片;短边;0.7000（不含铜）;607.0;498.0;0.35;H0085;荣信;5;5;2.8;45.0;18.5;1.3;龙门;52.9;单点≥18，平均≥20;47.0;45.0;13.0;10.0;;;60.0;8;;是;;;孔铜;≥18平均20;26.14;20.92;22.88;25.49;20.26;25.49;23.53;ACC;18.0;23.0;1;20.26;26.14;23.53;2.55;5.879999999999999;68170;JP40533EB0;607.0;498.0;276.27;191.435;0.152/0.203;47.0;45.0;1.575;0.35;15956.0;4.5;302286.0;0.152;0.203;False;20.26;26.14;5.879999999999999;0.12555555555555564;2.2600000000000016;0.35
DCI-20251028569;ECI-20251014008;WOA251007018-00-001-001;J0200405A00.0;2#龙门图电线;喷锡;A板;正片;短边;1.5;600.0;546.0;0.4;H0001;荣信;5;5;2.8;45.0;18.5;1.3;龙门;35;25;46.6;56.6;15.0;10.0;;;80.0;8;;是;;;孔铜;≥25;32.68;26.14;31.37;32.68;26.14;32.03;30.17;ACC;25.0;30.0;1;26.14;32.68;30.17;3.16;6.539999999999999;389785;J0200405A00.0;600.0;546.0;181.0;113.5;0.125/0.125;46.6;56.6;1.6;0.4;17307.0;4.0;327600.0;0.125;0.125;False;26.14;32.68;6.539999999999999;0.04560000000000002;1.1400000000000006;0.4
DCI-20251028604;ECI-20251026003;WOA251020525-00-001-002;J0400450C00.0;1#东威图电VCP线;喷锡;A板;正片;短边;1.1;560.0;510.0;0.5;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;35;单点≥20，平均≥25;57.4;53.9;25.0;15.0;50;45;36.0;6;1;是;;;孔铜;≥20平均25;31.37;24.18;28.76;32.03;23.84;29.41;28.26;ACC;20.0;25.0;1;23.84;32.03;28.26;3.51;8.190000000000001;562348;J0400450C00.0;560.0;510.0;174.7;160.7;0.25/0.199;57.4;53.9;1.6;0.5;9448.0;3.2;285600.0;0.25;0.199;True;23.84;32.03;8.190000000000001;0.192;3.84;0.5
DCI-20251028659;ECI-20251027008;WOA250925714-00-001-001;J0400833A01.0;2#龙门图电线;喷锡;A板;正片;短边;0.2;600.0;514.0;0.4mm;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;35;单点≥20，平均≥25;50.7;35.2;14.0;10.0;;;60.0;8;;是;;;孔铜;≥20平均25;28.76;22.22;30.72;29.41;23.53;31.38;27.67;ACC;20.0;25.0;1;22.22;31.38;27.67;3.85;9.16;564860;J0400833A01.0;600.0;514.0;244.0;142.0;0.2/0.3;50.7;35.2;1.58;0.4;6120.0;3.95;308400.0;0.2;0.3;False;22.22;31.38;9.16;0.11099999999999995;2.219999999999999;0.4
DCI-20251028719;ECI-20251027011;WOA251022604-00-005-059;J0200086A00.1;2#东威板电VCP线;喷锡;A板;负片;短边;1.5;414.67;347.0;0.55;H0080;东威;38.4;25;31;50.0;48.75;0.8;;;;;;;;;;;;;否;;;孔铜;≥25;28.76;25.49;30.72;30.72;26.8;29.41;28.65;ACC;25.0;30.0;1;25.49;30.72;28.65;2.12;5.23;568038;J0200086A00.1;414.6667;347.0;382.0;323.0;;;;1.55;0.55;6946.0;2.818181818181818;143889.3449;;;True;25.49;30.72;5.23;0.019599999999999937;0.48999999999999844;0.55
DCI-20251028769;ECI-20251028011;WOA251020514-00-001-002;JP22043LA1;1#东威图电VCP线;喷锡;A板;正片;短边;1.5;626.0;344.0;1.55;H0085;东威;5;5;28;45.0;18.5;2.1;东威;58;单点≥20，平均≥25;67.0;63.0;19.0;15.0;50;45;36.0;6;1;否;;;孔铜;≥20平均25;28.11;24.18;30.72;31.37;24.84;28.11;27.88;ACC;20.0;25.0;1;24.18;31.37;27.89;2.94;7.190000000000001;75897;JP22043LA1;626.0;344.0;316.87;202.006;0.381/0.23;67.0;63.0;1.575;1.55;493.0;1.016129032258065;215344.0;0.381;0.23;True;24.18;31.37;7.190000000000001;0.209;4.18;1.55
DCI-20251029032;ECI-20251029001;WOA251023657-00-001-004;J0200549D01.0;2#龙门图电线;沉锡;A板;正片;短边;1.5;546.0;414.67;0.4;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;38.4;0.4;56.31;53.82;13.5;10.0;;;60.0;8;;否;;;孔铜;≥20平均25;28.76;22.22;27.45;28.76;22.88;28.11;26.36;ACC;20.0;25.0;1;22.22;28.76;26.36;3.0;6.540000000000003;558252;J0200549D01.0;546.0;414.6667;390.0;262.3;0.28/0.2;56.31;53.82;1.6;0.4;9771.0;4.0;226408.0182;0.28;0.2;False;22.22;28.76;6.540000000000003;0.11099999999999995;2.219999999999999;0.4
DCI-20251029112;ECI-20251029002;WOA251023656-00-001-004;J0200548D01.0;2#龙门图电线;沉锡;A板;正片;短边;1.5;546.0;414.67;0.4;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;38.4;单点20平均25;56.86;53.75;13.5;10.0;;;60.0;10;;是;;;孔铜;≥20平均25;29.41;22.22;28.11;26.8;23.53;28.11;26.36;ACC;20.0;25.0;1;22.22;29.41;26.36;2.86;7.190000000000001;558151;J0200548D01.0;546.0;414.6667;390.0;262.3;0.25/0.2;56.86;53.75;1.6;0.4;10495.0;4.0;226408.0182;0.25;0.2;False;22.22;29.41;7.190000000000001;0.11099999999999995;2.219999999999999;0.4
DCI-20251029185;ECI-20251027006;WOA251017427-00-001-002;J0400283A00.0;2#龙门图电线;喷锡;A板;正片;短边;0.36;500.0;470.0;0.3;H0080;荣信;5;5;2.8;40.0;18.5;1.3;龙门;38.4;单点≥20，平均≥25;31.0;57.0;13.0;10.0;;;60.0;8;;是;;;孔铜;≥20平均25;28.11;22.88;28.11;30.72;23.49;28.11;26.9;ACC;20.0;25.0;1;22.88;30.72;26.9;3.06;7.84;329824;J0400283A00.0;500.0;470.0;233.0;222.0;0.2/0.2;31.0;57.0;1.2;0.3;7991.0;4.0;235000.0;0.2;0.2;False;22.88;30.72;7.84;0.14399999999999996;2.879999999999999;0.3
DCI-20251029252;ECI-20251028006;WOA251027789-00-001-001;J0200206B00.0;2#龙门图电线;喷锡;A板;正片;短边;1.5;600.0;335.0;0.5mm;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;33.4;25;74.9;75.2;16.0;10.0;;;70.0;8;;否;;;孔铜;≥25;33.99;25.49;33.33;33.33;26.8;32.03;30.82;ACC;25.0;30.0;1;25.49;33.99;30.83;3.71;8.500000000000004;564884;J0200206B00.0;600.0;335.0;315.0;284.0;0.3/0.299;74.9;75.2;1.55;0.5;6037.0;3.1;201000.0;0.3;0.299;False;25.49;33.99;8.500000000000004;0.019599999999999937;0.48999999999999844;0.5
DCI-20251029255;ECI-20251028005;WOA251027788-00-001-001;J0200199B00.0;2#龙门图电线;喷锡;A板;正片;短边;1.5;622.0;390.0;0.55;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;33.4;25;70.35;65.54;16.0;10.0;;;70.0;8;;否;;;孔铜;≥25;31.37;28.76;36.6;31.72;29.07;34.64;32.02;ACC;25.0;30.0;1;28.76;36.6;32.03;3.09;7.84;564805;J0200199B00.0;622.0;390.0;370.0;293.0;0.3/0.3;70.35;65.54;1.55;0.55;7781.0;2.818181818181818;242580.0;0.3;0.3;False;28.76;36.6;7.84;0.15040000000000006;3.7600000000000016;0.55
DCI-20251029260;ECI-20251028012;WOA251023651-00-001-001;J0400854A00.0;2#龙门图电线;喷锡;A板;正片;短边;1.1;622.0;435.0;0.4;H0154;东威;5;5;28;45.0;18.5;2.1;龙门;70;单点≥20，平均≥25;42.0;46.0;17.0;11.0;;;60.0;8;;是;;;孔铜;≥20平均25;35.08;24.62;35.08;33.23;24.0;36.31;31.38;ACC;20.0;25.0;1;24.0;36.31;31.39;5.57;12.31;563276;J0400854A00.0;622.0;435.0;411.0;294.4;0.203/0.202;42.0;46.0;2.0;0.4;3094.0;5.0;270570.0;0.203;0.202;False;24.0;36.31;12.310000000000002;0.2;4.0;0.4
DCI-20251029262;ECI-20251028016;RPA1251021541-00-001-001;J0400846A00.1;2#龙门图电线;沉锡;A板;正片;短边;;626.0;506.0;0.35;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;70;单点≥20，平均≥25;31.0;25.0;14.5;11.0;;;60.0;8;;否;;;孔铜;≥20平均25;33.23;24.0;33.23;32.62;24.85;35.08;30.66;ACC;20.0;25.0;1;24.0;35.08;30.5;4.79;11.08;565467;J0400846A00.1;626.0;506.0;240.0;200.0;0.25/0.2;31.0;25.0;1.6;0.35;7420.0;4.571428571428572;316756.0;0.25;0.2;False;24.0;35.08;11.079999999999998;0.2;4.0;0.35
DCI-20251029262;ECI-20251028016;RPA1251021541-00-001-001;J0400846A00.1;2#龙门图电线;沉锡;A板;正片;短边;;626.0;506.0;0.35;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;70;单点≥20，平均≥25;31.0;25.0;14.5;11.0;;;60.0;8;;否;;;孔铜;≥20平均25;33.23;24.0;33.23;32.62;24.85;35.08;30.66;ACC;20.0;25.0;1;24.0;35.08;30.5;4.79;11.08;565468;J0400846A00.1;626.0;506.0;240.0;200.0;;;;;;;;316756.0;;;False;24.0;35.08;11.079999999999998;0.2;4.0;0.35
DCI-20251029262;ECI-20251028016;RPA1251021541-00-001-001;J0400846A00.1;2#龙门图电线;沉锡;A板;正片;短边;;626.0;506.0;0.35;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;70;单点≥20，平均≥25;31.0;25.0;14.5;11.0;;;60.0;8;;否;;;孔铜;≥20平均25;33.23;24.0;33.23;32.62;24.85;35.08;30.66;ACC;20.0;25.0;1;24.0;35.08;30.5;4.79;11.08;565470;J0400846A00.1;626.0;506.0;240.0;200.0;;;;;;;;316756.0;;;False;24.0;35.08;11.079999999999998;0.2;4.0;0.35
DCI-20251029318;ECI-20251028014;WOA251026730-00-001-001;J03T0002A00.0;2#龙门图电线;沉锡;A板;正片;短边;;520.5;414.67;0.4;H0125;荣信;5;5;2.8;45.0;18.5;1.3;龙门;55;25;40.0;73.0;18.0;11.0;;;70.0;8;;否;;;孔铜;≥25;35.32;29.41;35.3;33.33;28.76;33.99;32.68;ACC;25.0;30.0;1;28.76;35.32;32.68;2.9;6.559999999999999;562036;J03T0002A00.0;520.5;414.6667;240.0;91.0;0.3/0.233;40.0;73.0;1.7;0.4;1711.0;4.25;215834.01735;0.3;0.233;False;28.76;35.32;6.559999999999999;0.15040000000000006;3.7600000000000016;0.4
